x,y,z1,z2,z3,z4,z5
22,0,-0.233007959,0.387534451,-0.038675645,0.402756884,1
29,0,0.982143107,-0.125289142,0.286582431,-0.99520785,0
18,0,-0.968099344,0.53762916,-0.038675645,-0.201583498,1
22,1,-0.398028474,-0.638112734,-0.201304684,-0.705580572,0
29,0,0.112034936,1.625815807,0.44921147,-0.605237263,1
29,0,1.537212112,0.812802795,-0.038675645,-0.194741909,1
23,0,0.667103942,-0.137797034,-0.363933722,0.747116876,1
25,0,-0.548047124,2.338765679,-0.689191798,-0.744349578,1
16,0,0.037025611,-0.037733894,2.238130891,-0.014580059,1
10,0,0.052027476,0.224931848,-0.52656276,-0.313329456,0
9,0,-0.638058314,-0.237860174,1.912872814,2.41874518,1
15,0,-0.052985579,-0.350431206,-0.52656276,0.676420454,1
31,1,0.232049857,0.925373828,-0.201304684,-1.120636986,1
14,0,-0.383026609,-1.038365293,1.424985699,1.048146802,0
21,0,0.427074102,0.237439741,-0.201304684,-0.025982708,1
24,0,1.057152432,-0.750683766,2.075501852,0.138215434,1
57,0,1.372191597,1.08797643,0.123953393,0.247680862,1
15,0,-0.758073234,-0.412970669,-0.851820837,-0.117203898,1
17,0,-0.248009824,0.612676515,1.750243776,0.509941782,0
12,0,-0.488039664,-0.550557486,-0.52656276,0.500819663,0
59,0,1.717234493,0.162392386,-0.201304684,-0.682775275,0
20,0,-1.9732243,-0.825731121,-0.52656276,-1.412544793,0
24,0,0.007021881,-0.025226002,-0.038675645,-0.789960173,1
24,0,0.187044261,-0.675636411,0.44921147,-0.292804688,0
12,0,0.187044261,-0.300399636,-0.363933722,-1.453594329,1
12,0,0.607096482,1.175531678,2.238130891,0.667298335,1
12,0,-0.578050854,0.237439741,1.099727623,0.197509207,1
20,1,-0.263011689,-0.500525916,-0.52656276,-0.869778714,1
36,0,-0.773075099,-0.663128519,-0.038675645,1.255675009,0
23,0,0.997144972,0.237439741,-0.689191798,-0.842412357,1
26,0,-1.598177675,2.451336712,1.587614737,1.531619109,1
52,0,2.092281118,0.475089698,0.611840508,-1.036257385,0
30,0,0.112034936,0.93788172,-0.038675645,-0.789960173,1
35,0,-0.323019149,-0.850746906,-0.201304684,0.318377284,0
19,0,-0.923093749,-0.550557486,2.238130891,-0.862937124,0
12,0,0.547089022,1.125500108,0.774469546,0.092604839,0
51,0,1.252176677,1.513244775,1.750243776,-0.336134753,0
25,0,1.657227033,-0.250368067,1.750243776,-0.201583498,1
15,1,0.247051722,-0.850746906,-1.014449875,0.409598474,0
5,0,-1.133119859,-0.638112734,-0.038675645,0.667298335,0
18,0,0.397070372,1.062960645,-0.363933722,-0.235791444,0
25,1,0.217047992,0.112360816,0.774469546,0.867984953,1
18,0,1.522210247,3.464476003,-0.851820837,0.218033975,1
16,0,-0.728069504,-0.875762691,-0.038675645,-0.420514354,1
14,0,0.652102077,-0.625604841,-0.851820837,0.297852516,0
32,0,0.757115132,1.163023785,-0.689191798,-0.114923368,1
17,0,-0.773075099,-0.938302154,-0.689191798,-0.461563889,0
14,0,1.402195327,1.275594817,2.238130891,-0.313329456,0
58,0,-0.383026609,-1.063381078,-0.689191798,0.329779933,0
54,0,0.967141242,-0.750683766,-0.201304684,-1.207297116,0
18,0,-0.938095614,0.212423956,-0.689191798,-0.682775275,1
19,0,0.472079697,0.187408171,-0.201304684,-0.235791444,0
12,0,0.307059182,-1.276015251,-0.851820837,-0.842412357,1
40,0,0.592094617,1.550768452,2.238130891,1.24883342,1
28,0,0.232049857,0.162392386,0.937098584,-0.217547206,1
20,0,0.082031206,2.363781464,-0.201304684,-0.27227992,1
28,0,-0.893090019,-0.888270584,0.774469546,-0.117203898,1
26,0,-1.49316462,-0.963317939,-0.038675645,-0.235791444,1
13,0,0.922135647,0.124868708,-0.689191798,0.07892166,1
23,0,-0.052985579,0.850326473,-0.851820837,0.247680862,1
24,0,-0.052985579,-1.025857401,0.44921147,-0.27227992,1
29,0,-0.082989309,0.037313461,0.937098584,-0.27684098,0
13,0,0.097033071,0.925373828,-0.201304684,2.838362653,0
13,0,-0.263011689,1.250579032,-0.201304684,0.685542573,0
38,0,0.442075967,-0.162812819,-0.038675645,-0.153692374,0
28,0,0.157040531,0.137376601,-0.52656276,-0.828729178,0
10,0,0.367066642,-0.750683766,1.262356661,0.008225238,1
26,0,0.262053587,0.187408171,0.286582431,-0.628042561,1
16,0,0.742113267,0.149884493,-0.201304684,0.509941782,0
16,0,-0.473037799,0.6376923,1.424985699,2.836082123,0
35,0,0.472079697,0.950389613,-1.339707951,-0.390867467,1
12,1,-0.052985579,-1.526173101,0.44921147,-0.908547719,1
11,0,0.217047992,0.48759759,0.937098584,-0.618920442,1
69,0,0.157040531,-0.700652196,0.123953393,0.046994244,0
36,0,2.842374368,2.213686754,-0.201304684,0.450648009,0
12,0,-0.127994904,0.149884493,-0.363933722,-0.073873832,0
22,0,0.952139377,2.826573486,-0.689191798,0.288730397,0
22,0,1.177167352,0.762771225,-0.851820837,0.612565621,0
70,1,0.787118862,1.575784237,1.424985699,-0.240352504,1
25,0,0.547089022,-0.513033809,0.774469546,0.058396893,0
46,0,-1.58317581,0.762771225,0.286582431,-0.425075413,1
24,0,-0.203004229,-0.012718109,2.563388967,-0.347537402,0
60,1,-0.878088154,-1.063381078,-1.177078913,-1.223260824,1
40,0,0.502083427,-0.237860174,-0.363933722,-0.420514354,0
13,0,-0.037983714,-0.725667981,0.123953393,-1.036257385,0
26,0,1.747238223,0.625184408,-0.851820837,-1.248346652,0
29,0,-0.428032204,-0.450494346,-0.201304684,-0.035104827,0
28,0,4.012519839,1.062960645,0.611840508,-0.082995951,0
51,0,-0.428032204,1.000421183,-0.689191798,-1.223260824,1
25,0,-1.70319073,-1.738807273,0.123953393,-0.082995951,0
25,0,0.727111402,0.112360816,-0.689191798,-0.358940051,0
95,1,-0.203004229,2.588923529,2.563388967,0.706067341,1
18,0,0.802120727,-0.425478561,0.937098584,0.395915295,1
20,1,0.247051722,-0.825731121,-0.689191798,-0.117203898,1
12,0,-0.713067639,-0.638112734,0.286582431,0.856582304,0
29,0,0.832124457,-0.337923314,-0.038675645,-0.586993025,0
11,0,-0.833082559,2.226194647,1.099727623,0.213472915,0
35,0,-0.007979984,-0.387954884,1.587614737,-0.869778714,0
28,0,-0.518043394,1.38816585,0.286582431,0.051555304,1
16,0,-0.773075099,0.550137053,0.611840508,2.072104658,1
18,0,-1.208129185,-0.387954884,1.587614737,0.815532768,1
14,0,-0.668062044,-0.988333724,-0.363933722,-0.600676204,0
36,0,0.547089022,-1.250999466,-0.689191798,-0.783118583,0
22,1,-1.61317954,-0.825731121,0.286582431,-0.495771835,0
19,0,-0.563048989,-0.600589056,2.238130891,-0.539101901,0
21,0,0.937137512,0.575152838,0.937098584,-0.197022439,0
15,1,-1.91321684,0.812802795,-0.689191798,-1.223260824,1
20,0,-0.368024744,0.712739655,1.912872814,0.450648009,1
59,0,-0.773075099,-1.200967896,-0.201304684,0.783605352,0
14,0,-0.833082559,0.087345031,-0.52656276,-1.467277507,1
11,0,-0.067987444,-0.200336497,-0.201304684,-1.565340286,1
14,0,-0.338021014,0.062329246,-0.689191798,0.845179655,1
24,0,-0.308017284,0.074837138,-0.363933722,-0.390867467,0
18,0,1.552213977,1.43819742,-0.689191798,-0.158253433,1
35,0,0.787118862,0.800294903,-0.851820837,0.049274774,0
21,0,0.352064777,-0.037733894,-0.363933722,-0.409111705,0
18,0,0.322061047,1.875973657,-0.363933722,-0.233510915,0
9,0,1.177167352,0.53762916,-1.014449875,-0.155972903,1
23,0,0.697107672,0.149884493,-0.363933722,-0.831009708,1
54,0,-1.46316089,-1.050873186,-0.52656276,0.247680862,0
13,0,-0.037983714,-0.062749679,-0.851820837,1.260236069,1
38,0,1.987268063,0.900358043,-0.038675645,0.040152655,0
40,0,1.042150567,1.163023785,-0.201304684,-0.313329456,1
18,0,-0.278013554,-0.375446991,-0.201304684,0.795008001,1
40,0,0.367066642,1.938513119,0.937098584,0.046994244,0
9,0,-0.082989309,-0.075257572,-1.014449875,-1.604109292,0
8,0,-0.443034069,-0.688144304,-0.038675645,0.001383649,0
20,0,-0.353022879,-1.038365293,-1.177078913,-1.200455527,0
40,0,-1.688188865,0.550137053,-0.363933722,-0.534540841,1
28,1,0.247051722,0.58766073,-0.201304684,-0.197022439,0
29,1,-0.428032204,1.863465765,2.563388967,-0.479808127,1
60,1,1.012146837,2.876605056,1.587614737,-0.509455014,0
38,1,1.192169217,1.050452753,-0.851820837,0.343463111,1
28,1,-0.293015419,2.739018239,1.099727623,-1.097831688,1
20,0,1.297182272,1.775910517,-0.689191798,-0.628042561,1
24,1,0.907133782,1.112992215,2.726018005,-0.352098461,0
15,1,0.742113267,2.426320927,-0.363933722,0.108568547,1
21,0,3.427447104,1.976036797,-0.851820837,-0.313329456,1
11,0,-0.157998634,-1.063381078,-0.52656276,-0.605237263,1
6,0,0.697107672,0.350010773,-1.014449875,-0.283682569,1
14,0,0.367066642,-0.400462776,-0.689191798,0.218033975,1
22,0,0.082031206,-0.738175874,0.611840508,-0.420514354,0
32,0,0.592094617,2.338765679,0.123953393,1.052707862,1
19,0,0.172042396,-0.125289142,1.750243776,0.008225238,0
29,0,0.907133782,-0.012718109,-0.689191798,-0.90170613,1
14,0,-0.067987444,-0.287891744,-0.363933722,-0.197022439,1
35,0,0.592094617,-0.450494346,-0.363933722,0.275047219,0
46,0,0.697107672,-0.463002239,-0.689191798,-0.965560963,1
34,0,3.142411669,2.251210432,1.099727623,-0.27227992,1
23,1,1.012146837,0.575152838,-1.339707951,-0.951877785,0
18,0,0.067029341,-0.663128519,-0.52656276,-0.384025878,0
18,0,2.422322148,0.249947633,-0.689191798,-0.728385869,0
50,0,2.107282983,-0.262875959,-0.851820837,-0.201583498,1
41,0,-1.79320192,0.149884493,-0.038675645,-0.564187728,0
23,0,0.892131917,1.700863162,0.937098584,-0.128606546,1
12,0,1.012146837,-0.362939099,-0.363933722,0.756238995,1
14,0,0.157040531,-0.750683766,-1.177078913,-0.564187728,0
22,0,0.457077832,-0.538049594,-0.52656276,-0.352098461,0
17,1,0.727111402,2.076099937,-0.52656276,-0.153692374,0
32,0,8.963135293,1.663339485,-0.363933722,-1.412544793,1
38,0,-0.383026609,-0.025226002,0.44921147,-0.618920442,1
19,0,0.292057317,2.801557701,-0.201304684,0.667298335,1
29,0,0.157040531,0.199916063,-0.038675645,-0.842412357,0
25,0,0.382068507,0.775279118,-0.52656276,1.052707862,1
9,0,-0.173000499,-0.287891744,-0.038675645,-0.872059243,0
41,0,1.987268063,2.351273572,-0.851820837,-0.117203898,1
31,0,0.262053587,0.675215978,0.286582431,1.032183094,0
49,0,0.382068507,-0.675636411,-0.851820837,-0.618920442,1
111,0,-0.368024744,-1.025857401,-0.363933722,-0.283682569,0
16,0,1.177167352,0.78778701,-0.038675645,0.742555817,1
15,1,1.717234493,1.513244775,-1.014449875,-1.202736057,1
27,0,-0.248009824,-1.163444218,0.611840508,0.272766689,1
21,0,0.502083427,-0.600589056,-0.363933722,-0.441039122,1
27,0,-0.353022879,-1.163444218,-0.201304684,-0.238071974,0
22,0,1.237174812,1.43819742,2.400759929,-0.753471697,1
18,0,0.922135647,0.412550236,0.611840508,-0.00545794,0
21,0,-0.188002364,0.012297676,-0.038675645,-0.466124949,1
21,0,-0.938095614,-0.250368067,1.587614737,-0.564187728,1
29,0,1.102158027,-0.125289142,-0.52656276,-0.313329456,0
33,1,1.492206517,2.764034024,2.075501852,0.277327748,0
24,0,-0.263011689,-0.387954884,1.099727623,0.297852516,0
20,1,0.172042396,-0.012718109,1.587614737,-0.789960173,1
29,0,0.697107672,1.450705312,2.238130891,1.923870225,0
33,0,0.817122592,2.151147292,1.099727623,0.425562182,0
23,0,-0.308017284,-1.100904756,-0.851820837,-0.395428527,0
25,0,1.552213977,0.975405398,0.286582431,-0.201583498,0
15,0,0.022023746,0.68772387,1.262356661,-0.053349065,0
21,0,-0.563048989,1.012929075,-0.038675645,-0.598395674,0
17,0,0.142038666,0.962897505,2.075501852,1.002536208,1
18,0,-0.548047124,-0.450494346,-0.363933722,-0.45700283,0
14,0,-0.278013554,0.112360816,1.262356661,-0.682775275,0
10,0,-0.112993039,-0.387954884,0.44921147,0.046994244,1
23,0,0.232049857,0.024805568,-0.689191798,-0.789960173,0
28,0,-0.082989309,0.149884493,-0.038675645,0.275047219,1
36,0,0.412072237,0.450073913,0.774469546,-0.862937124,1
32,0,0.907133782,0.650200193,0.937098584,-0.322451575,0
27,0,-0.037983714,0.462581806,1.424985699,-0.194741909,0
17,0,0.247051722,-0.312907529,1.099727623,0.208911856,0
14,0,1.192169217,0.162392386,-0.52656276,-0.872059243,1
18,0,-0.473037799,-0.250368067,0.123953393,0.667298335,1
35,0,0.127036801,1.138008,-0.851820837,-1.033976855,0
28,0,0.877130052,0.475089698,-0.038675645,-0.466124949,0
22,0,0.937137512,-0.225352282,0.123953393,-1.020293677,0
32,0,2.962389288,0.425058128,-0.201304684,-1.033976855,0
11,0,0.262053587,-0.813223229,1.750243776,0.108568547,0
10,0,-0.443034069,-1.401094176,0.286582431,-1.606389822,0
18,0,0.022023746,1.000421183,-0.52656276,0.108568547,0
33,0,0.997144972,0.174900278,-0.363933722,-0.705580572,1
28,0,0.307059182,0.900358043,-0.038675645,-0.082995951,1
13,0,-0.728069504,0.249947633,-0.201304684,0.133654374,0
14,0,-0.383026609,-0.763191659,0.937098584,-0.586993025,1
27,0,-0.698065774,-0.563065379,0.44921147,-0.922230898,1
26,0,-0.218006094,-0.700652196,-0.201304684,-0.568748787,1
25,0,0.202046126,0.73775544,-0.038675645,-0.155972903,0
14,0,1.177167352,0.975405398,1.912872814,-0.037385357,1
18,0,1.267178542,-0.025226002,1.262356661,-0.251755153,0
30,0,-2.30326533,-0.813223229,-0.52656276,1.059549451,0
13,0,-0.488039664,0.149884493,0.123953393,-0.117203898,0
11,0,-0.968099344,-0.150304927,0.44921147,0.275047219,0
24,0,-0.203004229,1.350642172,-0.201304684,-1.036257385,1
11,0,-0.278013554,-0.425478561,0.44921147,-0.862937124,0
12,0,0.277055452,0.825310688,-0.038675645,0.17470391,1
19,0,-1.46316089,2.613939314,-0.201304684,0.500819663,1
23,0,0.622098347,0.912865935,0.286582431,-0.466124949,0
48,0,-0.668062044,0.112360816,-0.201304684,-0.564187728,1
22,0,-0.037983714,-0.500525916,-0.201304684,0.108568547,0
33,0,-0.473037799,-0.362939099,-0.689191798,-0.63488415,0
16,0,0.802120727,0.124868708,-0.851820837,-0.466124949,0
19,0,0.832124457,-0.262875959,-0.689191798,-0.327012634,0
24,0,0.787118862,0.662708085,0.123953393,-0.842412357,0
24,0,0.307059182,0.53762916,-0.201304684,0.046994244,0
7,0,-0.263011689,-0.513033809,-0.038675645,-0.732946929,0
21,0,0.802120727,0.975405398,-1.177078913,-0.639445209,1
36,0,0.847126322,-0.137797034,-0.689191798,-0.694177923,0
17,0,0.877130052,2.138639399,0.774469546,-0.965560963,0
26,0,0.622098347,-0.450494346,2.726018005,-0.087557011,1
41,0,0.907133782,1.175531678,1.099727623,1.821246386,1
12,0,0.412072237,0.262455526,-0.851820837,2.658200803,1
27,1,0.622098347,-0.500525916,-0.52656276,-0.420514354,1
14,0,0.727111402,-0.025226002,0.611840508,2.658200803,0
20,0,0.667103942,1.03794486,-0.201304684,-1.207297116,1
40,0,-0.157998634,-0.175320712,0.286582431,-0.698738983,1
32,0,1.267178542,1.650831592,-0.52656276,-0.395428527,1
12,1,1.402195327,-0.763191659,-0.689191798,-0.491210776,1
49,0,1.192169217,1.48822899,-0.038675645,-0.235791444,1
26,0,0.232049857,1.100484323,-0.689191798,-0.322451575,1
17,0,1.177167352,1.463213205,-0.363933722,-0.313329456,0
12,0,-1.25313478,0.012297676,1.099727623,-0.769435405,1
20,0,1.207171082,0.425058128,2.400759929,-0.564187728,0
13,0,-0.383026609,-0.200336497,-0.363933722,0.197509207,0
9,0,0.382068507,0.400042343,-0.201304684,1.24655289,1
26,0,-0.473037799,-0.350431206,-0.201304684,0.53274708,1
53,0,0.652102077,-0.400462776,-0.201304684,-1.182211289,1
13,1,0.157040531,0.237439741,-0.038675645,-0.618920442,0
19,0,-0.863086289,0.475089698,-1.014449875,-0.297365748,1
45,0,-0.278013554,-0.463002239,1.587614737,0.97745038,0
48,0,1.012146837,0.287471311,-0.689191798,1.255675009,0
37,0,0.427074102,-0.050241787,-0.52656276,1.210064414,0
16,1,-0.263011689,-0.112781249,-0.201304684,0.694664692,1
36,1,0.217047992,-0.350431206,-0.038675645,-0.251755153,0
59,0,1.102158027,0.575152838,-0.363933722,-0.762593816,0
14,0,-0.263011689,0.98791329,0.286582431,0.133654374,0
22,0,0.952139377,1.875973657,1.750243776,-0.155972903,0
35,0,0.292057317,-0.350431206,-0.363933722,-0.358940051,0
18,1,-0.338021014,1.613307915,-0.851820837,-0.217547206,1
26,1,-0.608054584,0.087345031,-1.014449875,-0.605237263,1
41,0,-1.538170215,-1.538680993,0.286582431,-0.206144558,1
77,1,-0.383026609,1.550768452,0.611840508,-1.100112218,1
20,1,-0.983101209,2.476352497,0.937098584,0.856582304,0
26,1,0.157040531,-1.276015251,-0.689191798,0.07892166,0
45,1,-0.608054584,-0.863254799,-0.52656276,-1.100112218,0
31,1,0.412072237,0.48759759,-0.201304684,0.288730397,1
25,0,-0.668062044,-1.501157316,-0.689191798,-0.349817932,0
13,0,-0.938095614,-0.938302154,-1.50233699,0.108568547,0
14,0,0.007021881,-0.187828604,0.774469546,0.667298335,0
12,0,-1.25313478,-0.600589056,-0.689191798,1.059549451,1
22,0,1.912258738,0.48759759,0.44921147,2.008249825,0
31,1,1.027148702,0.53762916,-1.014449875,-0.27227992,0
33,0,-0.248009824,-0.100273357,1.099727623,0.224875564,1
15,0,-0.923093749,-0.350431206,0.286582431,2.580662792,0
79,1,-0.638058314,0.612676515,0.123953393,-0.614359382,0
41,1,1.537212112,0.73775544,2.563388967,-0.358940051,0
26,1,-0.037983714,1.200547462,1.912872814,3.85091786,0
38,0,0.067029341,-0.262875959,-0.851820837,-1.033976855,0
27,0,-0.998103074,0.049821353,-0.038675645,-0.197022439,1
29,0,-1.418155295,-0.750683766,0.44921147,1.451800567,0
31,0,0.277055452,0.400042343,1.587614737,2.389098293,0
40,0,-2.018229895,-0.663128519,-0.201304684,-0.600676204,1
19,0,0.037025611,0.237439741,0.611840508,-1.572181875,0
27,0,-1.268136645,-0.150304927,-0.52656276,-0.596115144,0
64,0,-0.473037799,0.975405398,0.286582431,1.531619109,1
26,0,-0.443034069,-0.763191659,0.774469546,0.667298335,0
42,0,-0.067987444,-0.400462776,0.611840508,0.943242434,0
67,0,-0.458035934,0.149884493,2.238130891,1.032183094,0
18,0,0.172042396,-1.163444218,-1.339707951,-0.862937124,0
59,1,-0.052985579,2.051084152,1.262356661,-0.682775275,0
51,0,0.922135647,1.000421183,0.937098584,0.133654374,1
61,0,4.087529164,2.088607829,0.611840508,2.069824129,0
26,0,-0.608054584,-0.125289142,1.750243776,1.948956052,0
56,0,-0.938095614,-0.800715336,-0.363933722,1.942114463,1
53,0,0.397070372,-0.125289142,-1.014449875,-0.311048926,0
39,0,-0.188002364,1.713371055,-1.339707951,-0.358940051,1
28,0,0.142038666,-0.813223229,2.400759929,0.943242434,0
34,0,-1.28313851,0.087345031,0.44921147,0.418720593,1
16,0,1.237174812,-1.263507358,-0.038675645,0.108568547,1
41,0,0.862128187,0.199916063,1.099727623,0.247680862,0
16,1,-0.353022879,-1.388586283,-1.50233699,-0.509455014,0
22,0,-0.473037799,-0.788207444,-0.038675645,-0.27684098,1
15,0,-0.533045259,-1.688775703,-0.363933722,-0.076154362,0
